YLL,Year,Plot.Range,Plot.Column,location,trial,gid_female,tester_male,hybrid,seq,fold,DTF_S,DTM_S,yield_S,prot_S,oil_S,SAT_S,TGLU_S
YLL_1,2019,1,5,loc1,trial_1,geno_1,t_1,hybrid_1,1,2,NA,-0.649445688,-1.14157993,-0.143001584,-0.357516714,1.360962278,-0.560728261
YLL_2,2019,1,20,loc2,trial_1,geno_1,t_2,hybrid_2,2,2,NA,2.594209595,0.456890896,-1.219535919,0.452959055,-1.112157036,0.634897686
YLL_2,2019,1,27,loc2,trial_1,geno_1,t_1,hybrid_1,3,2,NA,2.474074214,0.454011729,-0.807309273,0.365554806,-0.29956069,0.18750217
YLL_2,2019,2,8,loc2,trial_1,geno_1,t_3,hybrid_3,4,2,NA,2.714344976,0.376274222,-1.216570259,0.687361361,-0.052248759,0.029370996
YLL_3,2019,2,1,loc3,trial_1,geno_1,t_2,hybrid_2,5,2,1.177953543,1.272720405,2.260848932,0.45309594,-0.468758487,-0.264230414,-0.248322772
YLL_3,2019,2,2,loc3,trial_1,geno_1,t_3,hybrid_3,6,2,1.013605751,1.272720405,2.654761623,0.399714072,-0.150924852,-0.829514829,-1.054406071
YLL_3,2019,2,3,loc3,trial_1,geno_1,t_1,hybrid_1,7,2,1.013605751,1.032449644,2.503445405,0.236602809,-0.190654056,-0.794184553,-0.653292851
YLL_1,2019,2,3,loc1,trial_1,geno_1,t_3,hybrid_3,8,2,NA,-1.009851831,-1.174317124,-0.371357352,0.083477454,1.678934761,-1.254962682
YLL_1,2019,2,6,loc1,trial_1,geno_1,t_2,hybrid_2,9,2,NA,-0.529310307,-1.015962943,-0.448464495,0.174854625,0.548365932,-0.510589109
YLL_4,2019,1,13,loc4,trial_1,geno_1,t_2,hybrid_2,10,2,NA,-0.88971645,1.069513637,-0.507777681,0.361581885,0.47770538,-0.283034493
YLL_4,2019,1,30,loc4,trial_1,geno_1,t_3,hybrid_3,11,2,NA,-1.009851831,1.207287107,0.915738794,-0.166816533,0.689687035,-0.607010556
YLL_4,2019,2,20,loc4,trial_1,geno_1,t_1,hybrid_1,12,2,NA,-0.88971645,1.264017359,-0.42473922,0.151017102,0.795677863,-0.610867414
YLL_5,2019,1,13,loc5,trial_1,geno_1,t_2,hybrid_2,13,2,0.684910166,0.071366597,-1.113534711,0.725936597,-0.830294247,-1.041496485,0.750603422
YLL_5,2019,1,30,loc5,trial_1,geno_1,t_3,hybrid_3,14,2,0.520562374,-0.048768784,-0.276976764,0.684417367,-0.166816533,-0.935505657,-0.01305444
YLL_5,2019,2,20,loc5,trial_1,geno_1,t_1,hybrid_1,15,2,0.684910166,-0.048768784,-1.024813715,0.862356926,-1.140182041,-0.829514829,0.966587464
YLL_6,2021,2,59,loc6,trial_2,geno_2,t_4,hybrid_4,16,4,NA,0.191501978,-0.910500125,-1.118703502,1.430297484,-0.440881794,0.083367007
YLL_7,2021,5,29,loc7,trial_3,geno_2,t_5,hybrid_5,17,4,1.177953543,1.753261929,NA,NA,NA,NA,NA
YLL_8,2021,4,25,loc3,trial_4,geno_2,t_6,hybrid_6,18,4,NA,-1.009851831,-1.495290919,1.144094562,-0.385327158,-0.65286345,1.934658795
YLL_7,2021,7,17,loc7,trial_3,geno_2,t_4,hybrid_4,19,4,0.849257959,1.152585025,NA,NA,NA,NA,NA
YLL_7,2021,11,54,loc7,trial_5,geno_2,t_7,hybrid_7,20,4,1.67099692,1.512991167,NA,NA,NA,NA,NA
YLL_8,2021,14,33,loc3,trial_6,geno_2,t_4,hybrid_4,21,4,NA,-1.370257973,-1.935163645,2.404499774,-1.541447006,-0.65286345,0.604042822
YLL_9,2021,3,41,loc8,trial_7,geno_2,t_7,hybrid_7,22,4,NA,0.191501978,-0.917964632,0.248465446,-0.087358124,0.089072345,2.07350568
YLL_9,2021,4,39,loc8,trial_7,geno_2,t_6,hybrid_6,23,4,NA,-0.409174927,-0.836281599,0.648829455,0.345690204,-0.47621207,2.385911169
YLL_8,2021,4,13,loc3,trial_4,geno_2,t_7,hybrid_7,24,4,NA,-0.88971645,-1.264744293,0.75559319,-0.798510883,0.018411793,0.523048807
YLL_9,2021,4,40,loc8,trial_7,geno_2,t_5,hybrid_5,25,4,NA,0.071366597,-1.215265276,0.292950336,-0.087358124,-1.324138692,3.114857311
YLL_8,2021,14,34,loc3,trial_6,geno_2,t_8,hybrid_8,26,4,NA,-0.88971645,-1.960969511,2.262148127,-2.20889764,0.265723724,2.135215406
YLL_6,2021,10,21,loc6,trial_8,geno_2,t_5,hybrid_5,27,4,NA,0.55190812,-0.80418422,-0.736133449,0.230475511,-0.122909311,0.951160033
YLL_6,2021,6,58,loc6,trial_9,geno_2,t_6,hybrid_6,28,4,NA,0.431772739,-0.067117485,-0.220108727,0.174854625,-0.228900139,0.989728612
YLL_10,2021,5,21,loc4,trial_10,geno_2,t_4,hybrid_4,29,4,-0.301176587,-0.769581069,0.196486242,0.927601431,-0.556162736,-0.511542346,-0.043909303
YLL_10,2021,6,9,loc4,trial_10,geno_2,t_6,hybrid_6,30,4,0.027518997,-0.289039546,-0.030861309,0.785249784,-0.50054185,-0.264230414,0.997442328
YLL_7,2021,7,56,loc7,trial_11,geno_2,t_6,hybrid_6,31,4,1.177953543,1.633126548,NA,NA,NA,NA,NA
YLL_9,2021,11,40,loc8,trial_12,geno_2,t_8,hybrid_8,32,4,NA,-0.048768784,NA,0.980983299,0.123206659,-1.43012952,2.790881248
YLL_8,2021,8,30,loc3,trial_13,geno_2,t_5,hybrid_5,33,4,NA,-1.009851831,-1.726903903,1.164854177,-1.005102746,-0.582202898,1.240424375
YLL_6,2021,7,12,loc6,trial_14,geno_2,t_8,hybrid_8,34,4,NA,0.55190812,-0.703839921,-0.6886829,0.262258874,0.654356759,1.132432354
YLL_6,2021,7,28,loc6,trial_14,geno_2,t_7,hybrid_7,35,4,NA,0.55190812,-0.61906445,-0.495915044,-1.056750712,-0.440881794,0.179788454
YLL_11,2021,1,7,loc1,trial_15,geno_2,t_7,hybrid_7,36,4,NA,-0.409174927,-0.021690629,NA,NA,NA,NA
YLL_10,2021,4,3,loc4,trial_10,geno_2,t_7,hybrid_7,37,4,-0.136828795,-0.048768784,1.818736854,-0.095551035,0.083477454,-0.052248759,-0.148044467
YLL_7,2021,2,41,loc7,trial_16,geno_2,t_7,hybrid_7,38,4,1.342301335,1.512991167,NA,NA,NA,NA,NA
YLL_7,2021,4,40,loc7,trial_16,geno_2,t_8,hybrid_8,39,4,1.342301335,1.272720405,NA,NA,NA,NA,NA
YLL_6,2021,10,5,loc6,trial_8,geno_2,t_6,hybrid_6,40,4,NA,0.311637359,-0.621730345,-0.587850483,-0.13503317,0.831008139,1.842094206
YLL_10,2021,7,1,loc4,trial_17,geno_2,t_8,hybrid_8,41,4,-0.136828795,0.191501978,1.264123995,0.785249784,-0.397245919,-0.228900139,0.916448312
YLL_9,2021,1,21,loc8,trial_18,geno_2,t_4,hybrid_4,42,4,NA,-0.409174927,-1.250241823,0.764490168,-0.552189816,-0.546872622,1.587541585
YLL_9,2021,2,8,loc8,trial_18,geno_2,t_8,hybrid_8,43,4,NA,-0.048768784,-0.720475107,0.473855555,-0.075439363,-0.264230414,1.757243332
YLL_10,2021,2,29,loc4,trial_10,geno_2,t_5,hybrid_5,44,4,0.027518997,-0.529310307,0.143061701,0.883116541,-0.512460612,0.159732897,0.53461938
YLL_11,2021,3,59,loc1,trial_19,geno_2,t_8,hybrid_8,45,4,NA,NA,-0.612346394,NA,NA,NA,NA
YLL_11,2021,5,47,loc1,trial_19,geno_2,t_4,hybrid_4,46,4,NA,-1.490393354,-0.567452717,NA,NA,NA,NA
YLL_8,2021,11,42,loc3,trial_20,geno_2,t_5,hybrid_5,47,4,NA,-0.769581069,-1.440373476,1.627497032,-0.691242031,-0.334890966,2.212352564
YLL_11,2021,3,32,loc1,trial_15,geno_2,t_5,hybrid_5,48,4,NA,-0.769581069,-0.908687316,NA,NA,NA,NA
YLL_11,2021,5,10,loc1,trial_15,geno_2,t_6,hybrid_6,49,4,NA,0.071366597,-0.908687316,NA,NA,NA,NA
YLL_8,2021,14,7,loc3,trial_6,geno_3,t_5,hybrid_9,50,4,NA,-1.009851831,-1.935483552,1.268652253,-1.171965405,-0.546872622,0.839311154
YLL_8,2021,4,35,loc3,trial_4,geno_3,t_6,hybrid_10,51,4,NA,-0.88971645,-1.676678436,1.497008021,-1.40239479,0.195063172,1.599112159
YLL_8,2021,14,31,loc3,trial_6,geno_3,t_8,hybrid_11,52,4,NA,-0.88971645,-2.111006099,1.491076703,-2.193005958,0.47770538,1.228853801
YLL_6,2021,2,41,loc6,trial_2,geno_3,t_8,hybrid_11,53,4,NA,0.311637359,-0.524691756,-1.800805146,1.342893234,0.619026483,0.148933591
YLL_6,2021,6,42,loc6,trial_9,geno_3,t_5,hybrid_9,54,4,NA,0.191501978,-0.179831539,-0.03030653,0.592011271,-0.758854277,-0.969555198
YLL_7,2021,11,41,loc7,trial_5,geno_3,t_4,hybrid_12,55,4,1.177953543,1.512991167,NA,NA,NA,NA,NA
YLL_7,2021,5,58,loc7,trial_11,geno_3,t_6,hybrid_10,56,4,1.506649128,1.753261929,NA,NA,NA,NA,NA
YLL_11,2021,2,1,loc1,trial_15,geno_3,t_5,hybrid_9,57,4,NA,-0.048768784,-0.400141127,NA,NA,NA,NA
YLL_10,2021,1,32,loc4,trial_10,geno_3,t_8,hybrid_11,58,4,0.684910166,0.071366597,-0.106252829,0.728902257,-0.687269111,0.47770538,1.703247322
YLL_11,2021,10,65,loc1,trial_21,geno_3,t_8,hybrid_11,59,4,NA,-0.168904165,-0.845025736,NA,NA,NA,NA
YLL_8,2021,13,26,loc3,trial_6,geno_3,t_6,hybrid_10,60,4,NA,-1.129987212,-1.835032617,2.030826699,-2.375760298,1.184310898,1.305990959
YLL_6,2021,4,20,loc6,trial_22,geno_3,t_4,hybrid_12,61,4,NA,0.311637359,-0.829137,-0.845862844,0.258285954,-0.617533174,-1.058262929
YLL_9,2021,7,16,loc8,trial_23,geno_3,t_8,hybrid_11,62,4,NA,0.071366597,-0.363565044,-0.498880703,0.123206659,-0.016918483,0.970444322
YLL_9,2021,16,33,loc8,trial_24,geno_3,t_8,hybrid_11,63,4,NA,0.191501978,-1.108096285,0.073491546,-0.556162736,-0.47621207,1.548973006
YLL_11,2021,10,44,loc1,trial_21,geno_3,t_4,hybrid_12,64,4,NA,-0.769581069,-1.345467603,NA,NA,NA,NA
YLL_9,2021,13,12,loc8,trial_25,geno_3,t_4,hybrid_12,65,4,NA,-0.048768784,-1.046140878,0.613241543,-0.254220783,-1.500790072,1.521975001
YLL_7,2021,7,23,loc7,trial_3,geno_3,t_8,hybrid_11,66,4,1.67099692,1.633126548,NA,NA,NA,NA,NA
YLL_11,2021,10,16,loc1,trial_26,geno_3,t_6,hybrid_10,67,4,NA,-0.168904165,-1.853267341,NA,NA,NA,NA
YLL_10,2021,12,28,loc4,trial_17,geno_3,t_5,hybrid_9,68,4,0.027518997,-0.289039546,0.622602948,0.352263523,-0.115168568,1.360962278,-0.163471898
YLL_6,2021,5,26,loc6,trial_14,geno_3,t_6,hybrid_10,69,4,NA,0.431772739,-0.447380792,-1.092012568,0.445013215,0.053742069,0.083367007
YLL_9,2021,4,11,loc8,trial_18,geno_3,t_6,hybrid_10,70,4,NA,0.071366597,-0.868059071,0.470889895,-0.182708215,-0.29956069,1.768813906
YLL_7,2021,11,14,loc7,trial_27,geno_3,t_5,hybrid_9,71,4,1.177953543,1.633126548,NA,NA,NA,NA,NA
YLL_10,2021,15,9,loc4,trial_28,geno_3,t_6,hybrid_10,72,4,0.191866789,0.071366597,0.24212637,1.689775877,-0.993183985,-0.334890966,0.843168012
YLL_8,2021,10,34,loc3,trial_20,geno_3,t_4,hybrid_12,73,4,NA,-1.490393354,-2.366825413,2.030826699,-2.288356049,1.25497145,0.368774491
YLL_10,2021,2,33,loc4,trial_10,geno_3,t_4,hybrid_12,74,4,-0.629872172,-0.769581069,0.246818346,1.505904999,-0.94948186,0.159732897,-0.155758182
YLL_10,2021,3,7,loc4,trial_10,geno_3,t_5,hybrid_9,75,4,0.027518997,-0.409174927,1.392513513,-0.1637612,0.425148612,0.053742069,0.013943565
YLL_9,2021,11,21,loc8,trial_29,geno_3,t_5,hybrid_9,76,4,NA,0.071366597,-1.087942116,0.456061599,-0.488623089,-0.511542346,1.629967022
YLL_12,2020,3,7,loc2,trial_30,geno_4,t_6,hybrid_13,77,3,NA,1.032449644,0.484509571,NA,NA,NA,NA
YLL_13,2020,3,14,loc7,trial_30,geno_4,t_4,hybrid_14,78,3,1.177953543,1.753261929,0.536974391,NA,NA,NA,NA
YLL_14,2020,1,9,loc9,trial_30,geno_4,t_4,hybrid_14,79,3,0.027518997,-0.529310307,-0.723780817,-0.747996086,1.048897122,0.018411793,-0.043909303
YLL_13,2020,2,16,loc7,trial_30,geno_4,t_9,hybrid_15,80,3,1.177953543,1.753261929,1.036989715,NA,NA,NA,NA
YLL_12,2020,1,23,loc2,trial_30,geno_4,t_9,hybrid_15,81,3,NA,1.152585025,0.898683066,NA,NA,NA,NA
YLL_12,2020,2,23,loc2,trial_30,geno_4,t_7,hybrid_16,82,3,NA,0.792178882,0.855282291,NA,NA,NA,NA
YLL_15,2020,1,5,loc8,trial_30,geno_4,t_6,hybrid_13,83,3,NA,0.311637359,0.159483616,-1.364853226,2.443392196,-1.006166209,-0.691861429
YLL_13,2020,2,20,loc7,trial_30,geno_4,t_6,hybrid_13,84,3,1.177953543,1.633126548,0.686051257,NA,NA,NA,NA
YLL_13,2020,1,8,loc7,trial_30,geno_4,t_7,hybrid_16,85,3,1.013605751,1.753261929,-0.37358881,NA,NA,NA,NA
YLL_12,2020,1,9,loc2,trial_30,geno_4,t_4,hybrid_14,86,3,NA,1.152585025,1.441139443,NA,NA,NA,NA
YLL_16,2020,3,2,loc4,trial_30,geno_4,t_6,hybrid_13,87,3,-1.451611133,-0.409174927,0.616737979,0.349297863,0.151017102,-1.218147864,-0.213611051
YLL_15,2020,3,16,loc8,trial_30,geno_4,t_9,hybrid_15,88,3,NA,0.191501978,0.254496124,-1.949088112,2.526823526,-0.334890966,-0.499018535
YLL_17,2020,1,20,loc10,trial_30,geno_4,t_4,hybrid_14,89,3,NA,-0.88971645,0.607247391,0.696280004,0.615848794,-1.854092831,0.098794439
YLL_13,2020,2,3,loc7,trial_30,geno_4,t_10,hybrid_17,90,3,1.013605751,1.633126548,0.662591378,NA,NA,NA,NA
YLL_17,2020,1,10,loc10,trial_30,geno_4,t_6,hybrid_13,91,3,NA,-0.88971645,1.509599635,1.167819836,0.58803835,-1.182817588,0.503764517
YLL_18,2020,1,50,loc3,trial_30,geno_4,t_4,hybrid_14,92,3,NA,0.55190812,NA,NA,NA,NA,NA
YLL_14,2020,1,23,loc9,trial_30,geno_4,t_9,hybrid_15,93,3,0.191866789,-0.409174927,-0.443328631,-0.617507076,0.798603134,0.407044828,-1.058262929
YLL_15,2020,3,19,loc8,trial_30,geno_4,t_10,hybrid_17,94,3,NA,0.191501978,0.620043689,-1.284780424,1.899102096,-0.723524001,0.457482223
YLL_17,2020,3,19,loc10,trial_30,geno_4,t_10,hybrid_17,95,3,NA,-1.370257973,0.139649355,0.545031379,0.147044182,-1.995413934,1.124718638
YLL_16,2020,2,25,loc4,trial_30,geno_4,t_9,hybrid_15,96,3,-1.94465451,-0.409174927,0.719641537,0.109079458,-0.003926795,-0.334890966,-1.38609585
YLL_17,2020,1,11,loc10,trial_30,geno_4,t_7,hybrid_16,97,3,NA,-1.009851831,1.047013481,1.061056101,-0.150924852,0.513035656,-0.171185614
YLL_15,2020,3,17,loc8,trial_30,geno_4,t_7,hybrid_16,98,3,NA,0.071366597,0.475018984,-1.943156794,1.152193053,-0.405551518,-0.595439982
YLL_12,2020,2,10,loc2,trial_30,geno_4,t_10,hybrid_17,99,3,NA,1.032449644,0.832782134,NA,NA,NA,NA
YLL_15,2020,1,24,loc8,trial_30,geno_4,t_4,hybrid_14,100,3,NA,0.191501978,0.445480864,-1.765217234,1.831562448,-1.712771727,-0.329316788
YLL_18,2020,1,53,loc3,trial_30,geno_4,t_7,hybrid_16,101,3,NA,0.912314263,NA,NA,NA,NA,NA
YLL_14,2020,3,1,loc9,trial_30,geno_4,t_7,hybrid_16,102,3,0.027518997,-0.168904165,-0.438423384,-1.269952127,0.107314977,2.173558624,0.029370996
YLL_16,2020,3,1,loc4,trial_30,geno_4,t_7,hybrid_16,103,3,-1.94465451,-0.409174927,0.506263277,0.103148139,-0.889888053,-0.087579035,-1.096831508
YLL_14,2020,2,14,loc9,trial_30,geno_4,t_10,hybrid_17,104,3,0.027518997,0.071366597,-0.374121989,-0.312044166,0.794630213,-1.147487312,0.029370996
YLL_14,2020,3,15,loc9,trial_30,geno_4,t_6,hybrid_13,105,3,0.027518997,0.071366597,-0.914552286,-0.187486474,0.925736588,0.972329243,-0.39874023
YLL_16,2020,2,26,loc4,trial_30,geno_4,t_10,hybrid_17,106,3,-1.780306718,-0.289039546,0.587519766,0.97801764,-0.429029282,-0.47621207,0.947303175
YLL_18,2020,1,54,loc3,trial_30,geno_4,t_6,hybrid_13,107,3,NA,0.912314263,NA,NA,NA,NA,NA
YLL_16,2020,2,24,loc4,trial_30,geno_4,t_4,hybrid_14,108,3,-1.94465451,-0.649445688,0.614818534,0.117976436,0.210610909,-1.324138692,0.742889707
YLL_17,2020,4,4,loc10,trial_30,geno_4,t_9,hybrid_15,109,3,NA,-1.490393354,-0.166288791,0.791181102,0.508579942,-2.38404697,-0.186613046
YLL_18,2020,1,52,loc3,trial_30,geno_4,t_10,hybrid_17,110,3,NA,0.792178882,NA,NA,NA,NA,NA
YLL_18,2020,1,51,loc3,trial_30,geno_4,t_9,hybrid_15,111,3,NA,0.912314263,NA,NA,NA,NA,NA
YLL_17,2020,4,6,loc10,trial_30,geno_5,t_10,hybrid_18,112,3,NA,-1.610528735,-0.547405184,0.470889895,0.174854625,0.513035656,0.287780475
YLL_17,2020,1,6,loc10,trial_30,geno_5,t_6,hybrid_19,113,3,NA,-0.88971645,1.362228942,0.773387146,0.595984191,-0.758854277,-0.418024519
YLL_15,2020,3,18,loc8,trial_30,geno_5,t_10,hybrid_18,114,3,NA,0.191501978,0.452838735,-1.43306339,1.434270404,-0.405551518,-0.016911298
YLL_13,2020,3,10,loc7,trial_30,geno_5,t_6,hybrid_19,115,3,1.177953543,1.87339731,0.791833982,NA,NA,NA,NA
YLL_14,2020,3,19,loc9,trial_30,geno_5,t_6,hybrid_19,116,3,0.191866789,-0.168904165,-0.385425385,-0.495915044,0.647632157,1.572943933,0.025514139
YLL_17,2020,1,19,loc10,trial_30,geno_5,t_9,hybrid_20,117,3,NA,-0.769581069,1.014276287,-0.246799661,1.195895178,-0.440881794,-0.649435993
YLL_13,2020,3,8,loc7,trial_30,geno_5,t_9,hybrid_20,118,3,1.013605751,1.392855786,-0.143362091,NA,NA,NA,NA
YLL_18,2020,1,76,loc3,trial_30,geno_5,t_6,hybrid_19,119,3,NA,0.912314263,NA,NA,NA,NA,NA
YLL_17,2020,2,14,loc10,trial_30,geno_5,t_7,hybrid_21,120,3,NA,-1.009851831,1.264017359,0.227705831,0.421175692,0.513035656,-0.761284872
YLL_12,2020,1,13,loc2,trial_30,geno_5,t_4,hybrid_22,121,3,NA,0.912314263,0.733610829,NA,NA,NA,NA
YLL_15,2020,2,23,loc8,trial_30,geno_5,t_4,hybrid_22,122,3,NA,0.431772739,0.446227315,-1.708869707,2.212962811,-0.016918483,-1.189396098
YLL_15,2020,3,7,loc8,trial_30,geno_5,t_6,hybrid_19,123,3,NA,0.311637359,0.583041062,-1.275883446,2.20898989,-0.122909311,-0.533730256
YLL_15,2020,3,15,loc8,trial_30,geno_5,t_7,hybrid_21,124,3,NA,0.191501978,0.479497688,-1.818599102,1.779914483,0.336384276,-0.518302824
YLL_18,2020,1,71,loc3,trial_30,geno_5,t_4,hybrid_22,125,3,NA,0.672043501,NA,NA,NA,NA,NA
YLL_15,2020,3,23,loc8,trial_30,geno_5,t_9,hybrid_20,126,3,NA,0.55190812,0.478857873,-1.931294156,2.828765479,-0.370221242,-0.186613046
YLL_17,2020,1,2,loc10,trial_30,geno_5,t_4,hybrid_22,127,3,NA,-1.250122593,1.104810091,0.375988797,0.385419408,-0.228900139,-0.070907309
YLL_12,2020,1,27,loc2,trial_30,geno_5,t_9,hybrid_20,128,3,NA,0.792178882,0.143914787,NA,NA,NA,NA
YLL_16,2020,3,22,loc4,trial_30,geno_5,t_10,hybrid_18,129,3,-1.122915549,-0.649445688,0.73435728,0.05569759,-0.13503317,0.619026483,-0.182756188
YLL_18,2020,1,75,loc3,trial_30,geno_5,t_7,hybrid_21,130,3,NA,0.792178882,NA,NA,NA,NA,NA
YLL_13,2020,2,26,loc7,trial_30,geno_5,t_4,hybrid_22,131,3,1.013605751,1.87339731,1.514611518,NA,NA,NA,NA
YLL_13,2020,1,29,loc7,trial_30,geno_5,t_10,hybrid_18,132,3,1.177953543,1.87339731,0.488668368,NA,NA,NA,NA
YLL_14,2020,3,6,loc9,trial_30,geno_5,t_7,hybrid_21,133,3,0.191866789,-0.649445688,-0.702880198,-0.083688398,-0.67535035,2.138228348,-0.718859435
YLL_16,2020,3,23,loc4,trial_30,geno_5,t_7,hybrid_21,134,3,-1.122915549,-0.289039546,0.844192166,-0.24976532,-0.393272998,0.831008139,-0.923272903
YLL_16,2020,3,19,loc4,trial_30,geno_5,t_4,hybrid_22,135,3,-1.451611133,-0.649445688,0.675920854,-0.350597737,0.341717283,0.301054,-0.051623019
YLL_16,2020,3,21,loc4,trial_30,geno_5,t_9,hybrid_20,136,3,-0.958567757,-0.649445688,0.882154515,-0.415842242,0.417202772,0.513035656,-0.792139735
YLL_12,2020,3,11,loc2,trial_30,geno_5,t_6,hybrid_19,137,3,NA,0.792178882,0.612472546,NA,NA,NA,NA
YLL_12,2020,2,14,loc2,trial_30,geno_5,t_10,hybrid_18,138,3,NA,0.912314263,0.723053883,NA,NA,NA,NA
YLL_18,2020,1,73,loc3,trial_30,geno_5,t_9,hybrid_20,139,3,NA,0.792178882,NA,NA,NA,NA,NA
YLL_16,2020,3,24,loc4,trial_30,geno_5,t_6,hybrid_19,140,3,NA,-0.289039546,0.988150513,-0.045134827,-0.182708215,0.265723724,-1.389952708
YLL_13,2020,1,9,loc7,trial_30,geno_5,t_7,hybrid_21,141,3,1.177953543,1.633126548,0.266865879,NA,NA,NA,NA
YLL_14,2020,1,13,loc9,trial_30,geno_5,t_4,hybrid_22,142,3,0.027518997,-0.168904165,-0.275270591,-0.487018066,0.683388441,1.219641174,-0.229038482
YLL_14,2020,2,18,loc9,trial_30,geno_5,t_10,hybrid_18,143,3,0.191866789,-0.289039546,-0.654147632,-0.851794163,0.393365249,-0.228900139,-0.109475888
YLL_18,2020,1,74,loc3,trial_30,geno_5,t_10,hybrid_18,144,3,NA,0.431772739,NA,NA,NA,NA,NA
YLL_12,2020,2,28,loc2,trial_30,geno_5,t_7,hybrid_21,145,3,NA,1.032449644,1.059383235,NA,NA,NA,NA
YLL_14,2020,2,1,loc9,trial_30,geno_5,t_9,hybrid_20,146,3,0.027518997,-0.529310307,-0.668116923,-0.673854603,0.917790747,0.089072345,-0.209754193
YLL_9,2021,9,30,loc8,trial_12,geno_6,t_7,hybrid_23,147,4,NA,-0.409174927,-1.164399994,0.960223684,-1.068669473,0.089072345,1.051438338
YLL_9,2021,13,30,loc8,trial_24,geno_6,t_5,hybrid_24,148,4,NA,-0.529310307,-1.203215429,0.84456297,-0.254220783,-1.288808416,1.113148064
YLL_9,2021,7,40,loc8,trial_31,geno_6,t_4,hybrid_25,149,4,NA,0.191501978,-1.398998781,0.897944838,-0.730971236,-2.490037797,2.574897206
YLL_9,2021,5,39,loc8,trial_31,geno_6,t_6,hybrid_26,150,4,NA,0.071366597,-1.0858094,1.265686594,-0.170789454,-0.65286345,1.734102185
YLL_11,2021,10,28,loc1,trial_26,geno_6,t_5,hybrid_24,151,4,NA,-1.610528735,-2.19450194,NA,NA,NA,NA
YLL_11,2021,10,29,loc1,trial_26,geno_6,t_6,hybrid_26,152,4,NA,-1.009851831,-1.804748046,NA,NA,NA,NA
YLL_11,2021,3,9,loc1,trial_15,geno_6,t_6,hybrid_26,153,4,NA,-0.769581069,-0.846625273,NA,NA,NA,NA
YLL_9,2021,11,3,loc8,trial_29,geno_6,t_4,hybrid_25,154,4,NA,-0.409174927,-1.22891466,1.06402176,-0.31381459,-0.688193725,2.027223385
YLL_6,2021,6,3,loc6,trial_14,geno_6,t_5,hybrid_24,155,4,NA,-0.048768784,-1.754096036,1.066987419,-0.627675304,-0.723524001,NA
YLL_6,2021,7,22,loc6,trial_14,geno_6,t_8,hybrid_27,156,4,NA,0.191501978,-0.751292857,-0.276456254,0.389392328,-0.970835933,2.12750169
YLL_8,2021,4,3,loc3,trial_4,geno_6,t_6,hybrid_26,157,4,NA,-0.88971645,-1.297908031,1.841024503,-0.607810702,-0.864845105,2.007939095
YLL_6,2021,1,22,loc6,trial_22,geno_6,t_4,hybrid_25,158,4,NA,-0.409174927,-1.344081337,-0.848828503,1.48194545,-0.582202898,-0.47202053
YLL_6,2021,9,24,loc6,trial_8,geno_6,t_6,hybrid_26,159,4,NA,0.071366597,-0.683792388,-0.495915044,1.009167917,-0.829514829,0.642611401
YLL_8,2021,2,21,loc3,trial_4,geno_6,t_7,hybrid_23,160,4,NA,-1.129987212,-2.118790513,1.817299228,-1.49377196,-0.052248759,1.205712654
YLL_7,2021,3,58,loc7,trial_16,geno_6,t_7,hybrid_23,161,4,1.67099692,1.633126548,NA,NA,NA,NA,NA
YLL_6,2021,2,60,loc6,trial_2,geno_6,t_7,hybrid_23,162,4,NA,0.071366597,-1.09167437,-1.373750204,0.937655349,-0.47621207,-0.849992603
YLL_8,2021,7,36,loc3,trial_13,geno_6,t_8,hybrid_27,163,4,NA,-1.129987212,-2.218068455,2.057517633,-2.077791265,-0.193569863,NA
YLL_7,2021,7,27,loc7,trial_3,geno_6,t_6,hybrid_26,164,4,1.506649128,1.753261929,NA,NA,NA,NA,NA
YLL_7,2021,3,10,loc7,trial_32,geno_6,t_5,hybrid_24,165,4,1.342301335,1.272720405,NA,NA,NA,NA,NA
YLL_10,2021,6,25,loc4,trial_10,geno_6,t_5,hybrid_24,166,4,0.027518997,-0.649445688,-0.085885388,0.432336324,0.075531614,-0.582202898,0.245355038
YLL_11,2021,4,16,loc1,trial_15,geno_6,t_7,hybrid_23,167,4,NA,-1.370257973,-1.581452655,NA,NA,NA,NA
YLL_7,2021,1,12,loc7,trial_32,geno_6,t_8,hybrid_27,168,4,1.177953543,0.912314263,NA,NA,NA,NA,NA
YLL_10,2021,6,35,loc4,trial_10,geno_6,t_4,hybrid_25,169,4,0.191866789,-0.529310307,0.28286125,1.470317087,-0.385327158,-0.440881794,1.005156043
YLL_10,2021,2,27,loc4,trial_10,geno_6,t_7,hybrid_23,170,4,-0.46552438,-0.769581069,0.188381921,0.785249784,-1.557338688,1.325632002,0.056369002
YLL_10,2021,17,18,loc4,trial_28,geno_6,t_8,hybrid_27,171,4,0.191866789,-0.529310307,0.224958004,0.918704453,-0.059547681,-0.794184553,1.410126122
YLL_10,2021,17,31,loc4,trial_28,geno_6,t_6,hybrid_26,172,4,0.356214582,0.071366597,0.287659862,2.039723677,-0.933590178,-0.334890966,0.546189954
YLL_9,2021,13,21,loc8,trial_25,geno_6,t_8,hybrid_27,173,4,NA,-0.409174927,-1.153629777,0.482752533,-0.353543794,-1.748102003,1.533545575
