YLL,Year,Plot.Range,Plot.Column,location,trial,gid_female,tester_male,hybrid,seq,fold,DTF_S,DTM_S,yield_S,prot_S,oil_S,SAT_S,TGLU_S
YLL_89,2019,2,10,loc3,trial_45,geno_432,t_4,hybrid_2080,12896,2,0.356214582,1.032449644,1.83387914,0.402679731,0.977384554,-1.182817588,-0.676433998
YLL_87,2019,2,11,loc4,trial_45,geno_432,t_2,hybrid_2078,12897,2,NA,-0.88971645,1.25889884,0.331503907,0.735036407,-0.582202898,-1.55194074
YLL_87,2019,3,11,loc4,trial_45,geno_432,t_3,hybrid_2081,12898,2,NA,-0.88971645,0.652141068,0.559859675,1.295218189,0.866338415,-1.197109813
YLL_87,2019,4,10,loc4,trial_45,geno_432,t_1,hybrid_2079,12899,2,NA,-1.009851831,0.729985211,0.18915226,1.311109871,0.336384276,-2.076473413
YLL_89,2019,2,11,loc3,trial_45,geno_432,t_2,hybrid_2078,12900,2,0.356214582,1.392855786,1.610263841,0.562825334,0.85422402,-0.264230414,-1.698501339
YLL_89,2019,2,12,loc3,trial_45,geno_432,t_3,hybrid_2081,12901,2,0.027518997,1.272720405,NA,0.942429728,1.072734644,-0.405551518,-1.513372161
YLL_86,2019,1,12,loc2,trial_45,geno_432,t_3,hybrid_2081,12902,2,NA,1.993532691,0.423833794,0.417508028,1.93485838,-1.536120348,-0.707288861
YLL_74,2019,3,18,loc2,trial_42,geno_433,t_2,hybrid_2082,12903,2,NA,2.474074214,0.444414506,-0.495915044,0.417202772,-1.006166209,1.649251311
YLL_74,2019,1,15,loc2,trial_42,geno_433,t_1,hybrid_2083,12904,2,NA,1.87339731,0.385871445,-0.605644439,1.470026688,-1.076826761,-0.286891351
YLL_73,2019,4,10,loc1,trial_42,geno_433,t_1,hybrid_2083,12905,2,NA,-1.730664116,-1.145525455,-0.611575758,-0.846185929,2.067567796,-0.248322772
YLL_74,2019,4,16,loc2,trial_42,geno_433,t_3,hybrid_2084,12906,2,NA,2.233803452,0.689463603,0.613241543,0.85819694,-0.228900139,0.064082718
YLL_73,2019,1,8,loc1,trial_42,geno_433,t_2,hybrid_2082,12907,2,NA,-1.129987212,-0.656173712,-1.418235093,0.091423295,0.407044828,-0.580012551
YLL_73,2019,2,1,loc1,trial_42,geno_433,t_3,hybrid_2084,12908,2,NA,-1.129987212,-0.491954562,-1.204707622,0.790657293,0.725017311,-1.555797597
YLL_70,2019,1,15,loc3,trial_42,geno_433,t_3,hybrid_2084,12909,2,0.684910166,1.392855786,3.149551792,0.779318465,0.035802409,-1.359468968,-1.937626529
YLL_70,2019,1,16,loc3,trial_42,geno_433,t_1,hybrid_2083,12910,2,0.684910166,0.431772739,2.304782887,0.71407396,-0.611783623,-0.47621207,-1.602079892
YLL_72,2019,1,27,loc4,trial_42,geno_433,t_2,hybrid_2082,12911,2,NA,-0.88971645,1.468438211,NA,NA,NA,NA
YLL_72,2019,2,29,loc4,trial_42,geno_433,t_3,hybrid_2084,12912,2,NA,-1.370257973,0.912119179,NA,NA,NA,NA
YLL_72,2019,4,1,loc4,trial_42,geno_433,t_1,hybrid_2083,12913,2,NA,-1.370257973,1.291849306,-0.279421913,0.22252967,0.760347587,-1.035121782
YLL_71,2019,1,27,loc5,trial_42,geno_433,t_2,hybrid_2082,12914,2,0.520562374,0.071366597,-0.987171274,0.936498409,-0.552189816,-1.006166209,1.61453959
YLL_71,2019,2,29,loc5,trial_42,geno_433,t_3,hybrid_2084,12915,2,0.849257959,-0.048768784,-1.224755863,1.212304726,-0.349570874,-0.723524001,1.109291206
YLL_71,2019,4,1,loc5,trial_42,geno_433,t_1,hybrid_2083,12916,2,0.520562374,0.071366597,-0.622796703,1.250858297,-0.015845557,-0.65286345,0.395772496
YLL_70,2019,1,14,loc3,trial_42,geno_433,t_2,hybrid_2082,12917,2,0.849257959,0.912314263,2.175007103,0.725936597,-0.746862918,-1.182817588,-0.522159682
YLL_2,2019,1,15,loc2,trial_1,geno_434,t_1,hybrid_2085,12918,2,NA,1.993532691,0.494746609,-0.24976532,0.683388441,-0.935505657,-0.391026514
YLL_2,2019,1,22,loc2,trial_1,geno_434,t_3,hybrid_2086,12919,2,NA,2.113668071,0.45219892,0.046800612,0.989303315,-1.182817588,0.631040828
YLL_2,2019,2,11,loc2,trial_1,geno_434,t_2,hybrid_2087,12920,2,NA,2.594209595,0.921183223,-0.051066145,-0.425056362,-0.864845105,1.398555548
YLL_1,2019,1,30,loc1,trial_1,geno_434,t_2,hybrid_2087,12921,2,NA,-1.250122593,-0.737536837,-0.575987846,0.536390385,0.442375104,-0.514445966
YLL_3,2019,1,12,loc3,trial_1,geno_434,t_2,hybrid_2087,12922,2,0.356214582,0.672043501,2.008335329,0.666623411,0.325825601,-0.617533174,-0.310032498
YLL_3,2019,1,13,loc3,trial_1,geno_434,t_3,hybrid_2086,12923,2,0.191866789,1.152585025,1.619114614,1.23899566,0.143071261,-1.288808416,-1.694644482
YLL_3,2019,1,14,loc3,trial_1,geno_434,t_1,hybrid_2085,12924,2,0.356214582,1.032449644,2.094283793,1.176716814,-0.067493522,-0.935505657,-1.231821534
YLL_4,2019,1,7,loc4,trial_1,geno_434,t_2,hybrid_2087,12925,2,NA,-1.009851831,1.457667994,0.894979179,0.015937807,0.265723724,-0.225181624
YLL_4,2019,1,24,loc4,trial_1,geno_434,t_3,hybrid_2086,12926,2,NA,-1.009851831,1.417253021,1.007674233,0.560227907,-0.158239587,-0.641722277
YLL_1,2019,2,1,loc1,trial_1,geno_434,t_3,hybrid_2086,12927,2,NA,-1.490393354,-0.517653792,-0.128173288,0.329798522,1.678934761,-0.456593098
YLL_1,2019,2,10,loc1,trial_1,geno_434,t_1,hybrid_2085,12928,2,NA,-1.610528735,-0.793520639,0.432336324,-0.341625033,1.113650346,-0.499018535
YLL_5,2019,1,24,loc5,trial_1,geno_434,t_3,hybrid_2086,12929,2,0.356214582,-0.168904165,-1.106070204,2.015998403,-0.472731407,-1.147487312,0.280066759
YLL_5,2019,2,14,loc5,trial_1,geno_434,t_1,hybrid_2085,12930,2,0.684910166,-0.048768784,-0.808449652,1.585977801,-0.953454781,0.124402621,0.168217881
YLL_4,2019,2,14,loc4,trial_1,geno_434,t_1,hybrid_2085,12931,2,NA,-1.009851831,1.03507027,0.826769014,0.925736588,0.407044828,-0.96569834
YLL_5,2019,1,7,loc5,trial_1,geno_434,t_2,hybrid_2087,12932,2,0.520562374,-0.048768784,-0.745427887,1.215270386,-0.421083441,-1.324138692,1.182571506
YLL_2,2019,2,3,loc2,trial_1,geno_435,t_3,hybrid_2088,12933,2,NA,2.714344976,0.336392428,-0.90814169,0.166908784,0.760347587,0.924162028
YLL_2,2019,2,12,loc2,trial_1,geno_435,t_2,hybrid_2089,12934,2,NA,2.714344976,0.301095974,-1.572449378,-0.381354237,0.795677863,1.248138091
YLL_5,2019,1,29,loc5,trial_1,geno_435,t_3,hybrid_2088,12935,2,0.520562374,-0.048768784,-0.673342078,0.731867916,-0.58397318,-0.193569863,0.094937581
YLL_5,2019,2,19,loc5,trial_1,geno_435,t_1,hybrid_2090,12936,2,0.684910166,-0.048768784,-0.725593626,0.524271763,-0.778646281,-0.264230414,0.210643317
YLL_3,2019,1,28,loc3,trial_1,geno_435,t_2,hybrid_2089,12937,2,0.849257959,1.633126548,2.108146449,-0.068860101,-0.444920964,0.513035656,-0.23289534
YLL_3,2019,1,29,loc3,trial_1,geno_435,t_3,hybrid_2088,12938,2,0.520562374,1.272720405,2.060373605,0.266259402,-0.357516714,1.184310898,-0.344744219
YLL_3,2019,1,30,loc3,trial_1,geno_435,t_1,hybrid_2090,12939,2,0.684910166,1.272720405,2.495767627,0.043834953,0.111287898,-0.405551518,-0.938700335
YLL_2,2019,2,30,loc2,trial_1,geno_435,t_1,hybrid_2090,12940,2,NA,2.353938833,0.141355528,-0.727236471,0.22252967,-0.158239587,0.156647307
YLL_1,2019,1,6,loc1,trial_1,geno_435,t_1,hybrid_2090,12941,2,NA,-0.769581069,-1.457115298,0.411576709,-0.520406452,2.279549452,-0.757428014
YLL_1,2019,1,19,loc1,trial_1,geno_435,t_2,hybrid_2089,12942,2,NA,-1.009851831,-1.005619269,0.123907755,-1.287180098,2.420870555,-1.189396098
YLL_1,2019,1,24,loc1,trial_1,geno_435,t_3,hybrid_2088,12943,2,NA,-0.769581069,-0.524051941,-0.291284551,0.162935863,1.890916417,-1.011980635
YLL_4,2019,1,12,loc4,trial_1,geno_435,t_2,hybrid_2089,12944,2,NA,-0.88971645,1.357856874,-0.021409552,-0.373408396,1.678934761,-0.564585119
YLL_4,2019,1,29,loc4,trial_1,geno_435,t_3,hybrid_2088,12945,2,NA,-1.129987212,0.845471796,0.666623411,-0.178735295,1.572943933,-0.715002577
YLL_4,2019,2,19,loc4,trial_1,geno_435,t_1,hybrid_2090,12946,2,NA,-0.88971645,1.246848993,-0.353563396,0.433094453,0.442375104,-0.348601077
YLL_5,2019,1,12,loc5,trial_1,geno_435,t_2,hybrid_2089,12947,2,0.684910166,0.071366597,-0.493127555,0.651795114,-0.961400621,-0.334890966,0.337919628
YLL_43,2020,2,11,loc2,trial_36,geno_436,t_9,hybrid_2091,12948,3,NA,0.311637359,0.15607127,NA,NA,NA,NA
YLL_41,2020,1,16,loc7,trial_36,geno_436,t_6,hybrid_2092,12949,3,1.013605751,2.113668071,0.441855246,NA,NA,NA,NA
YLL_43,2020,3,6,loc2,trial_36,geno_436,t_10,hybrid_2093,12950,3,NA,0.311637359,0.087611078,NA,NA,NA,NA
YLL_43,2020,3,29,loc2,trial_36,geno_436,t_7,hybrid_2094,12951,3,NA,0.431772739,-0.023396802,NA,NA,NA,NA
YLL_43,2020,4,21,loc2,trial_36,geno_436,t_6,hybrid_2092,12952,3,NA,1.152585025,0.234128684,NA,NA,NA,NA
YLL_43,2020,1,18,loc2,trial_36,geno_436,t_4,hybrid_2095,12953,3,NA,0.792178882,0.80207102,NA,NA,NA,NA
YLL_46,2020,4,28,loc8,trial_36,geno_436,t_7,hybrid_2094,12954,3,NA,0.55190812,0.378833481,-1.415269434,1.104518008,0.654356759,-0.715002577
YLL_40,2020,1,8,loc10,trial_36,geno_436,t_10,hybrid_2093,12955,3,NA,-0.88971645,0.827876887,-0.175623837,0.889980304,-0.264230414,-0.938700335
YLL_40,2020,1,12,loc10,trial_36,geno_436,t_4,hybrid_2095,12956,3,NA,-1.009851831,1.14863741,-0.000649937,0.893953224,0.124402621,-0.765141729
YLL_40,2020,2,3,loc10,trial_36,geno_436,t_7,hybrid_2094,12957,3,NA,-0.88971645,1.027499127,-0.021409552,0.250340113,0.195063172,-1.204823529
YLL_40,2020,3,8,loc10,trial_36,geno_436,t_6,hybrid_2092,12958,3,NA,-0.88971645,1.338875699,0.66958907,0.611875873,0.089072345,-0.896274898
YLL_41,2020,3,14,loc7,trial_36,geno_436,t_4,hybrid_2095,12959,3,1.013605751,1.993532691,0.757603887,NA,NA,NA,NA
YLL_41,2020,4,4,loc7,trial_36,geno_436,t_9,hybrid_2091,12960,3,1.013605751,2.113668071,0.742568237,NA,NA,NA,NA
YLL_41,2020,4,26,loc7,trial_36,geno_436,t_7,hybrid_2094,12961,3,1.013605751,2.233803452,0.491654171,NA,NA,NA,NA
YLL_41,2020,4,28,loc7,trial_36,geno_436,t_10,hybrid_2093,12962,3,1.013605751,1.87339731,0.519699389,NA,NA,NA,NA
YLL_46,2020,1,12,loc8,trial_36,geno_436,t_10,hybrid_2093,12963,3,NA,-0.048768784,0.027788387,-0.481086747,0.186773386,0.47770538,0.102651296
YLL_46,2020,3,21,loc8,trial_36,geno_436,t_6,hybrid_2092,12964,3,NA,0.431772739,0.136023737,-0.056997464,1.406459961,0.866338415,-0.610867414
YLL_46,2020,4,2,loc8,trial_36,geno_436,t_4,hybrid_2095,12965,3,NA,0.071366597,0.297043813,-0.887382075,1.477972529,-0.440881794,0.067939575
YLL_46,2020,4,21,loc8,trial_36,geno_436,t_9,hybrid_2091,12966,3,NA,0.311637359,-0.200412251,-0.460327132,1.493864211,-0.758854277,-0.869276893
YLL_44,2020,2,11,loc9,trial_36,geno_436,t_9,hybrid_2091,12967,3,-0.301176587,0.071366597,NA,-1.014905425,0.544336226,0.265723724,-1.868203087
YLL_44,2020,3,6,loc9,trial_36,geno_436,t_10,hybrid_2093,12968,3,-0.301176587,0.071366597,0.307280851,-1.264020809,0.484742419,-0.193569863,-1.000410061
YLL_44,2020,3,29,loc9,trial_36,geno_436,t_7,hybrid_2094,12969,3,0.027518997,-0.048768784,0.023309683,-2.215997451,0.345690204,1.996907244,-2.373451471
YLL_44,2020,4,21,loc9,trial_36,geno_436,t_6,hybrid_2092,12970,3,0.027518997,0.071366597,-0.341278159,-0.670888944,0.147044182,2.173558624,-1.278103829
YLL_45,2020,3,17,loc3,trial_36,geno_436,t_4,hybrid_2095,12971,3,NA,-0.048768784,0.45550463,-0.33576944,0.472823658,0.159732897,-1.216394103
YLL_45,2020,3,18,loc3,trial_36,geno_436,t_9,hybrid_2091,12972,3,NA,0.431772739,0.407518515,-0.039203508,0.548309146,-0.052248759,-2.018620545
YLL_45,2020,3,19,loc3,trial_36,geno_436,t_10,hybrid_2093,12973,3,NA,-0.048768784,-0.126940176,0.040869294,0.1311525,0.159732897,-1.725499345
YLL_45,2020,3,20,loc3,trial_36,geno_436,t_7,hybrid_2094,12974,3,NA,0.191501978,-0.4018473,-0.024375212,-0.472731407,2.880164142,-1.297388119
YLL_45,2020,3,21,loc3,trial_36,geno_436,t_6,hybrid_2092,12975,3,NA,-0.289039546,0.630813906,0.737799235,-0.123114408,0.548365932,-1.343670413
YLL_42,2020,3,18,loc4,trial_36,geno_436,t_9,hybrid_2091,12976,3,-1.287263341,-0.649445688,1.498082967,-1.133531798,0.957519951,0.689687035,-2.577864939
YLL_42,2020,3,19,loc4,trial_36,geno_436,t_10,hybrid_2093,12977,3,-1.451611133,-0.649445688,0.791833982,-1.178016688,0.448986135,0.407044828,-1.139256945
YLL_42,2020,3,20,loc4,trial_36,geno_436,t_7,hybrid_2094,12978,3,-1.451611133,-0.649445688,1.218057324,-1.643625202,-0.063520602,1.537613657,-2.535439502
YLL_42,2020,3,21,loc4,trial_36,geno_436,t_6,hybrid_2092,12979,3,-1.122915549,-0.409174927,1.094253146,-0.914073008,0.6754426,1.572943933,-1.625221039
YLL_44,2020,1,18,loc9,trial_36,geno_436,t_4,hybrid_2095,12980,3,-0.301176587,0.071366597,0.330847366,-1.664384817,0.500634101,1.113650346,-1.328242982
YLL_40,2020,3,12,loc10,trial_36,geno_436,t_9,hybrid_2091,12981,3,NA,-0.88971645,1.334396995,0.23067149,1.239597303,-1.288808416,-2.088043987
YLL_42,2020,3,17,loc4,trial_36,geno_436,t_4,hybrid_2095,12982,3,-1.122915549,-0.409174927,0.459450156,-1.008974107,0.548309146,0.301054,-1.451662434
YLL_37,2020,1,12,loc7,trial_35,geno_437,t_4,hybrid_2096,12983,3,1.013605751,2.353938833,-0.103586933,NA,NA,NA,NA
YLL_37,2020,2,17,loc7,trial_35,geno_437,t_9,hybrid_2097,12984,3,1.013605751,2.353938833,0.064364471,NA,NA,NA,NA
YLL_37,2020,3,18,loc7,trial_35,geno_437,t_7,hybrid_2098,12985,3,1.013605751,2.474074214,0.177291796,NA,NA,NA,NA
YLL_39,2020,1,8,loc8,trial_35,geno_437,t_10,hybrid_2099,12986,3,NA,0.071366597,-0.125553911,-2.242688385,1.493864211,-0.829514829,-0.996553203
YLL_37,2020,3,1,loc7,trial_35,geno_437,t_10,hybrid_2099,12987,3,1.013605751,2.353938833,0.850590315,NA,NA,NA,NA
YLL_37,2020,3,3,loc7,trial_35,geno_437,t_6,hybrid_2100,12988,3,1.013605751,2.594209595,1.395925859,NA,NA,NA,NA
YLL_33,2020,1,15,loc2,trial_35,geno_437,t_4,hybrid_2096,12989,3,NA,1.032449644,-0.024463161,NA,NA,NA,NA
YLL_33,2020,2,8,loc2,trial_35,geno_437,t_9,hybrid_2097,12990,3,NA,0.672043501,0.285740417,NA,NA,NA,NA
YLL_33,2020,3,3,loc2,trial_35,geno_437,t_10,hybrid_2099,12991,3,NA,0.431772739,-0.529916911,NA,NA,NA,NA
YLL_33,2020,3,26,loc2,trial_35,geno_437,t_7,hybrid_2098,12992,3,NA,0.672043501,-0.037579365,NA,NA,NA,NA
YLL_33,2020,4,18,loc2,trial_35,geno_437,t_6,hybrid_2100,12993,3,NA,0.912314263,0.212374978,NA,NA,NA,NA
YLL_35,2020,2,3,loc10,trial_35,geno_437,t_6,hybrid_2100,12994,3,NA,-1.370257973,0.345136565,-0.498880703,0.810521895,1.396292554,-1.143113803
YLL_35,2020,3,24,loc10,trial_35,geno_437,t_10,hybrid_2099,12995,3,NA,-1.250122593,0.033013542,-0.190452134,-0.075439363,0.230393448,-1.162398092
YLL_34,2020,3,1,loc4,trial_35,geno_437,t_4,hybrid_2096,12996,3,-2.109002303,-0.529310307,0.341617583,-0.246799661,-0.011872636,0.336384276,-0.984982629
YLL_34,2020,3,2,loc4,trial_35,geno_437,t_9,hybrid_2097,12997,3,-1.94465451,-0.769581069,0.775731975,-0.973386195,0.683388441,-0.122909311,-0.610867414
YLL_34,2020,3,3,loc4,trial_35,geno_437,t_10,hybrid_2099,12998,3,-1.780306718,-0.529310307,0.018830979,-1.059390315,-0.568081498,1.714265037,-0.637865419
YLL_34,2020,3,4,loc4,trial_35,geno_437,t_7,hybrid_2098,12999,3,-1.615958926,-0.409174927,-0.411124616,-0.697579878,-0.576027339,1.148980622,-1.771781639
YLL_39,2020,1,23,loc8,trial_35,geno_437,t_4,hybrid_2096,13000,3,NA,-0.168904165,0.151592565,-2.420627945,1.84348121,-0.016918483,-1.154684377
YLL_39,2020,2,1,loc8,trial_35,geno_437,t_6,hybrid_2100,13001,3,NA,-0.048768784,-0.193907466,-2.038057892,1.994452186,-0.935505657,-0.136473893
YLL_39,2020,2,13,loc8,trial_35,geno_437,t_9,hybrid_2097,13002,3,NA,0.431772739,0.304401684,-2.87733948,2.463256798,-0.193569863,-1.035121782
YLL_39,2020,4,16,loc8,trial_35,geno_437,t_7,hybrid_2098,13003,3,NA,-0.168904165,-0.58622062,-1.824530421,1.787860324,-0.511542346,-2.481443492
YLL_35,2020,1,6,loc10,trial_35,geno_437,t_7,hybrid_2098,13004,3,NA,-1.129987212,-0.177698823,0.346332204,-0.381354237,0.265723724,-0.757428014
YLL_35,2020,1,29,loc10,trial_35,geno_437,t_4,hybrid_2096,13005,3,NA,-1.250122593,0.167481302,0.165426985,0.981357474,0.018411793,-0.52601654
YLL_35,2020,1,30,loc10,trial_35,geno_437,t_9,hybrid_2097,13006,3,NA,-1.129987212,0.767627653,-0.261627957,0.49268826,-0.016918483,-0.79985345
YLL_36,2020,3,2,loc3,trial_35,geno_437,t_9,hybrid_2097,13007,3,NA,0.431772739,NA,NA,NA,NA,NA
YLL_36,2020,3,3,loc3,trial_35,geno_437,t_10,hybrid_2099,13008,3,NA,0.792178882,NA,NA,NA,NA,NA
YLL_36,2020,3,4,loc3,trial_35,geno_437,t_7,hybrid_2098,13009,3,NA,0.792178882,NA,NA,NA,NA,NA
YLL_36,2020,3,5,loc3,trial_35,geno_437,t_6,hybrid_2100,13010,3,NA,-0.048768784,NA,NA,NA,NA,NA
YLL_38,2020,1,15,loc9,trial_35,geno_437,t_4,hybrid_2096,13011,3,-0.136828795,-0.289039546,-0.528317374,-0.528537296,0.456931976,0.513035656,-0.537587114
YLL_38,2020,2,8,loc9,trial_35,geno_437,t_9,hybrid_2097,13012,3,0.027518997,0.071366597,-0.47137385,-1.406372456,0.687361361,0.760347587,-0.803710308
YLL_38,2020,3,3,loc9,trial_35,geno_437,t_10,hybrid_2099,13013,3,0.027518997,-0.048768784,0.007634219,-1.071252953,0.107314977,0.972329243,0.199072744
YLL_34,2020,3,5,loc4,trial_35,geno_437,t_6,hybrid_2100,13014,3,-1.780306718,-0.529310307,0.713669932,-1.154291414,0.810521895,0.760347587,-0.468163672
YLL_38,2020,4,18,loc9,trial_35,geno_437,t_6,hybrid_2100,13015,3,0.027518997,-0.048768784,-0.049309305,-0.33576944,-0.353543794,1.466953106,0.094937581
YLL_36,2020,3,1,loc3,trial_35,geno_437,t_4,hybrid_2096,13016,3,NA,-0.048768784,NA,NA,NA,NA,NA
YLL_38,2020,3,26,loc9,trial_35,geno_437,t_7,hybrid_2098,13017,3,0.191866789,-0.168904165,-1.109589186,1.016571211,-1.48979904,1.219641174,-1.31281555
YLL_5,2019,2,5,loc5,trial_1,geno_438,t_14,hybrid_2101,13018,2,0.356214582,-0.168904165,-0.976614328,1.666050603,-0.94550894,-0.47621207,-0.448879382
YLL_5,2019,2,22,loc5,trial_1,geno_438,t_14,hybrid_2102,13019,2,0.520562374,-0.289039546,-0.605628337,0.58061929,-0.607810702,-0.864845105,1.591398443
YLL_3,2019,1,1,loc3,trial_1,geno_438,t_14,hybrid_2101,13020,2,0.027518997,1.032449644,2.190042753,1.099609672,-0.49656893,-0.29956069,-1.818063934
YLL_3,2019,1,18,loc3,trial_1,geno_438,t_14,hybrid_2102,13021,2,0.191866789,1.032449644,2.298171466,0.159495667,0.448986135,-1.006166209,-0.715002577
YLL_3,2019,2,5,loc3,trial_1,geno_438,t_14,hybrid_2101,13022,2,0.191866789,0.912314263,1.530820161,0.292950336,0.413229851,-0.688193725,-1.852775655
YLL_3,2019,2,22,loc3,trial_1,geno_438,t_14,hybrid_2102,13023,2,0.191866789,0.431772739,1.420665367,-0.202314771,0.798603134,-0.723524001,-0.30617564
YLL_29,2020,1,1,loc2,trial_34,geno_438,t_14,hybrid_2102,13024,3,NA,1.152585025,0.547851244,NA,NA,NA,NA
YLL_29,2020,1,2,loc2,trial_34,geno_438,t_14,hybrid_2103,13025,3,NA,0.55190812,0.899429517,NA,NA,NA,NA
YLL_29,2020,1,3,loc2,trial_34,geno_438,t_14,hybrid_2104,13026,3,NA,0.431772739,0.000809527,NA,NA,NA,NA
YLL_29,2020,2,25,loc2,trial_34,geno_438,t_14,hybrid_2102,13027,3,NA,0.311637359,-0.135684313,NA,NA,NA,NA
YLL_29,2020,2,26,loc2,trial_34,geno_438,t_14,hybrid_2103,13028,3,NA,0.55190812,0.606287669,NA,NA,NA,NA
YLL_29,2020,2,27,loc2,trial_34,geno_438,t_14,hybrid_2104,13029,3,NA,0.431772739,0.312079463,NA,NA,NA,NA
YLL_29,2020,4,30,loc2,trial_34,geno_438,t_14,hybrid_2105,13030,3,NA,0.431772739,1.135947749,NA,NA,NA,NA
YLL_31,2020,1,22,loc7,trial_34,geno_438,t_14,hybrid_2104,13031,3,0.849257959,1.753261929,0.601702329,NA,NA,NA,NA
YLL_31,2020,1,23,loc7,trial_34,geno_438,t_14,hybrid_2103,13032,3,1.013605751,1.993532691,0.18635584,NA,NA,NA,NA
YLL_31,2020,2,20,loc7,trial_34,geno_438,t_14,hybrid_2102,13033,3,1.013605751,1.633126548,0.48301667,NA,NA,NA,NA
YLL_31,2020,2,26,loc7,trial_34,geno_438,t_14,hybrid_2105,13034,3,1.177953543,1.993532691,-0.462842985,NA,NA,NA,NA
YLL_31,2020,3,26,loc7,trial_34,geno_438,t_14,hybrid_2104,13035,3,1.013605751,1.753261929,0.417755553,NA,NA,NA,NA
YLL_31,2020,4,8,loc7,trial_34,geno_438,t_14,hybrid_2103,13036,3,1.177953543,2.113668071,0.452945371,NA,NA,NA,NA
YLL_31,2020,4,9,loc7,trial_34,geno_438,t_14,hybrid_2102,13037,3,1.013605751,1.993532691,-0.263967195,NA,NA,NA,NA
YLL_26,2020,2,12,loc8,trial_34,geno_438,t_14,hybrid_2104,13038,3,NA,-0.168904165,-0.076394801,-1.234364215,1.346866155,0.124402621,-0.059336735
YLL_26,2020,2,24,loc8,trial_34,geno_438,t_14,hybrid_2102,13039,3,NA,-0.048768784,-0.02371671,-1.222501578,0.564200828,1.113650346,2.05422139
YLL_26,2020,3,2,loc8,trial_34,geno_438,t_14,hybrid_2105,13040,3,NA,0.431772739,0.536014669,-2.052886189,2.153369004,0.018411793,-0.005340725
YLL_26,2020,3,10,loc8,trial_34,geno_438,t_14,hybrid_2103,13041,3,NA,0.311637359,0.492827165,-1.216570259,2.042127232,-1.112157036,-0.448879382
YLL_26,2020,3,30,loc8,trial_34,geno_438,t_14,hybrid_2102,13042,3,NA,0.071366597,0.323916038,-0.976351854,0.437067374,0.124402621,1.41398298
YLL_26,2020,4,14,loc8,trial_34,geno_438,t_14,hybrid_2104,13043,3,NA,0.071366597,0.162895962,-1.077184271,1.132328451,-0.546872622,0.125792444
YLL_26,2020,4,28,loc8,trial_34,geno_438,t_14,hybrid_2103,13044,3,NA,0.431772739,0.443668055,-0.691648559,2.034181391,-1.324138692,-0.225181624
YLL_28,2020,1,30,loc10,trial_34,geno_438,t_14,hybrid_2103,13045,3,NA,-1.730664116,-0.119369033,0.278122039,0.516525783,-0.864845105,0.029370996
YLL_28,2020,2,4,loc10,trial_34,geno_438,t_14,hybrid_2102,13046,3,NA,-1.610528735,0.658006038,0.206946216,0.703253043,-0.617533174,0.48062337
YLL_28,2020,2,10,loc10,trial_34,geno_438,t_14,hybrid_2105,13047,3,NA,-1.370257973,1.266683254,-0.098516695,1.346866155,-1.324138692,-0.352457935
YLL_28,2020,3,3,loc10,trial_34,geno_438,t_14,hybrid_2104,13048,3,NA,-1.490393354,0.65107471,0.373023138,1.160138894,-1.25347814,-0.695718287
YLL_28,2020,3,20,loc10,trial_34,geno_438,t_14,hybrid_2104,13049,3,NA,-1.730664116,0.016591627,0.542065719,0.878061543,-0.829514829,0.299351049
YLL_28,2020,4,9,loc10,trial_34,geno_438,t_14,hybrid_2103,13050,3,NA,-1.370257973,1.096599134,-0.20824609,1.03300544,-1.43012952,-0.711145719
YLL_28,2020,4,28,loc10,trial_34,geno_438,t_14,hybrid_2102,13051,3,NA,-1.610528735,0.6864778,0.417508028,0.325825601,-0.370221242,0.604042822
YLL_30,2020,1,1,loc4,trial_34,geno_438,t_14,hybrid_2102,13052,3,-1.287263341,-1.250122593,-0.537488053,0.1861866,-0.595891941,0.583696208,1.06686577
YLL_30,2020,1,2,loc4,trial_34,geno_438,t_14,hybrid_2103,13053,3,-1.451611133,-1.009851831,0.875116552,0.897944838,-0.127087329,-0.864845105,-0.028481872
YLL_30,2020,1,3,loc4,trial_34,geno_438,t_14,hybrid_2104,13054,3,-1.780306718,-1.129987212,0.231356153,0.518340445,0.500634101,-1.25347814,-0.96569834
YLL_30,2020,2,25,loc4,trial_34,geno_438,t_14,hybrid_2102,13055,3,-1.287263341,-1.129987212,-0.309287415,-0.641232351,-0.011872636,0.760347587,0.418913644
YLL_30,2020,2,26,loc4,trial_34,geno_438,t_14,hybrid_2103,13056,3,-1.287263341,-0.649445688,0.353880701,0.598413246,0.162935863,-0.864845105,-0.020768156
YLL_30,2020,2,27,loc4,trial_34,geno_438,t_14,hybrid_2104,13057,3,-1.780306718,-1.370257973,-0.032460846,-0.522605978,0.794630213,-0.829514829,-0.788282877
YLL_30,2020,4,30,loc4,trial_34,geno_438,t_14,hybrid_2105,13058,3,-0.958567757,-0.649445688,0.923849118,-1.421200753,1.970614664,0.053742069,-0.040052446
YLL_32,2020,1,1,loc9,trial_34,geno_438,t_14,hybrid_2102,13059,3,0.027518997,0.191501978,0.261960631,-1.275883446,0.234448431,1.25497145,0.854738585
YLL_32,2020,1,2,loc9,trial_34,geno_438,t_14,hybrid_2103,13060,3,0.191866789,NA,0.331380545,-0.780618339,0.603930032,-0.370221242,-0.082477882
YLL_32,2020,1,3,loc9,trial_34,geno_438,t_14,hybrid_2104,13061,3,0.027518997,0.071366597,0.134530836,-0.596747461,0.699280123,-0.970835933,0.18750217
